54,4,5,5,7,10,6,8,10,8,4
55,3,3,10,1,1,2,4,6,7,2
56,1,6,8,3,2,10,2,1,1,2
57,6,10,3,4,10,8,2,9,8,4
58,5,6,5,9,7,3,6,7,5,2
59,10,2,7,1,8,8,8,3,5,4
60,8,3,10,3,1,1,6,9,9,2
61,2,2,5,8,4,3,7,7,3,2
62,10,9,1,6,7,10,6,7,3,4
63,1,10,10,10,7,6,4,3,7,4
64,7,10,1,9,5,10,5,7,1,4
65,1,10,2,9,7,10,4,4,10,4
66,6,2,8,10,5,3,1,6,2,2
67,1,6,9,2,6,2,1,4,6,2
68,2,9,1,6,8,1,5,5,2,4
69,1,7,3,6,5,1,8,5,2,2
70,5,2,4,6,10,9,8,9,4,4
71,10,7,7,9,4,8,8,10,10,4
72,1,1,9,6,4,6,6,6,8,2
73,5,2,7,6,4,4,8,6,6,2
74,9,4,8,9,7,10,8,10,1,2
75,5,7,8,3,3,5,10,2,4,2
76,3,3,6,3,6,2,5,10,8,2
77,9,1,7,9,9,1,10,7,8,2
78,7,3,8,6,5,1,10,1,5,2
79,5,5,2,4,7,10,5,1,4,4
80,9,6,8,3,7,5,2,7,9,4
81,1,2,6,1,5,8,8,5,6,2
82,4,4,6,6,4,9,4,1,9,4
83,8,8,9,10,3,8,4,1,2,2
84,4,8,7,2,1,7,8,4,8,2
85,5,3,9,6,2,9,7,9,1,2
86,10,3,10,4,1,5,5,2,10,2
87,9,5,8,10,6,4,7,2,10,2
88,5,10,10,5,8,7,4,7,2,4
89,4,6,6,8,6,5,5,9,5,2
90,2,5,6,5,3,7,3,6,9,4
91,4,9,9,3,6,6,4,6,6,4
92,7,8,2,5,8,4,10,8,10,4
93,8,9,6,10,7,1,1,8,2,4
94,10,9,6,4,6,6,4,9,2,4
95,3,9,2,3,5,2,6,1,9,4
96,10,4,2,10,9,1,8,6,8,4
97,2,2,9,6,5,3,4,8,10,2
98,10,8,1,8,9,10,4,3,4,4
99,1,3,3,10,1,8,3,6,3,2
100,4,9,2,3,10,6,6,3,10,4
101,10,2,3,3,5,5,7,2,1,2
102,5,1,10,2,8,8,5,10,4,4
103,5,1,5,4,5,8,5,4,7,4
104,8,8,5,2,10,6,1,10,9,4
105,5,3,2,1,6,10,10,5,8,4
106,4,3,7,2,9,5,10,5,7,2
107,6,2,7,4,10,10,1,5,6,4
108,3,10,4,2,2,1,8,7,10,2
109,10,5,10,9,10,5,10,7,5,2
110,9,10,9,9,6,3,2,9,3,2
111,9,3,5,8,7,1,5,9,8,2
112,9,1,4,1,5,7,5,2,3,4
113,6,5,2,4,4,1,8,4,10,2
114,8,9,10,2,6,9,7,7,3,4
115,10,5,4,3,7,2,1,5,9,4
116,9,1,10,1,2,9,9,6,10,2
117,7,10,3,2,10,6,5,10,7,4
118,1,2,6,4,10,2,7,2,6,2
119,3,9,1,8,8,4,3,2,1,4
120,8,9,5,8,4,4,5,2,3,2
121,8,5,1,7,4,10,7,9,5,4
122,2,4,10,4,5,10,3,5,2,2
123,7,1,3,10,3,8,4,6,10,4
124,6,2,2,3,8,2,1,9,3,4
125,7,2,7,9,9,4,7,4,10,4
126,4,8,2,1,10,2,2,3,5,4
127,6,7,2,4,4,8,4,1,10,4
128,3,5,3,3,3,5,10,2,8,2
129,5,5,1,4,7,5,3,5,8,4
130,2,9,2,7,1,5,1,1,9,4
131,3,8,9,8,2,6,3,3,1,2
132,4,8,5,8,8,1,2,7,1,2
133,10,6,4,5,6,1,3,6,5,4
134,8,5,6,10,8,1,4,4,3,2
135,7,10,10,10,3,5,1,6,5,2
136,4,4,1,7,9,10,5,7,1,4
137,6,4,4,7,10,6,5,7,2,4
138,9,4,3,2,1,3,3,6,6,2
139,1,4,5,4,2,1,9,6,9,2
140,3,10,4,9,1,7,8,10,3,2
141,5,5,6,4,7,3,8,4,8,2
142,5,10,2,4,9,10,9,4,5,4
143,5,6,4,5,8,7,9,2,1,4
144,7,3,3,7,7,1,10,6,7,2
145,10,5,1,1,6,8,9,2,5,4
146,3,10,5,7,10,2,9,1,7,4
147,2,3,6,6,1,5,8,4,3,2
148,2,1,10,3,3,9,4,1,5,2
149,2,9,2,2,10,7,5,1,5,4
150,10,8,7,9,5,7,5,5,3,4
151,1,7,9,7,2,10,2,10,9,4
152,10,5,10,4,3,6,7,5,7,2
153,4,7,1,10,2,3,6,2,10,2
154,5,10,9,6,8,1,7,4,1,2
155,10,7,8,9,8,9,5,5,8,4
156,7,4,3,9,5,7,3,8,1,4
157,9,3,2,1,6,6,10,4,8,4
158,4,7,2,4,5,2,9,2,9,2
159,3,8,1,9,9,8,1,1,3,4
160,5,10,6,7,6,2,1,2,6,4
161,8,4,2,8,9,7,7,1,4,4
162,1,10,4,8,4,9,1,10,4,4
163,4,5,10,7,7,6,8,10,8,2
164,9,1,7,8,8,9,8,9,8,4
165,2,3,3,9,1,2,5,5,3,2
166,6,9,3,4,1,4,6,5,3,2
167,1,8,4,4,9,4,9,6,9,4
168,5,2,10,2,4,7,9,6,10,2
169,7,1,8,9,3,10,4,1,10,4
170,5,5,8,4,3,7,5,7,6,2
171,5,2,10,2,4,5,5,3,8,2
172,9,2,10,7,1,1,9,1,9,2
173,3,8,9,9,5,4,7,1,10,2
174,1,1,2,2,8,1,8,4,1,2
175,4,1,3,10,9,3,2,4,10,4
176,10,4,7,1,4,4,4,5,2,2
177,7,7,10,1,8,5,6,1,6,4
178,5,3,7,9,2,3,6,9,6,2
179,8,10,6,4,10,4,1,1,2,4
180,7,7,1,5,5,3,8,6,8,4
181,4,8,8,10,6,8,9,1,10,4
182,4,4,4,10,3,5,4,1,7,2
183,8,6,4,10,3,2,2,10,6,2
184,6,2,10,5,9,5,9,7,1,2
185,8,9,1,7,9,9,10,6,5,4
186,8,9,9,1,1,8,1,4,3,2
187,10,4,10,1,9,9,3,6,7,4
188,3,2,2,4,4,4,5,8,10,4
189,6,1,4,8,3,7,4,10,4,2
190,6,4,8,3,5,4,1,2,3,2
191,9,1,5,3,4,7,7,9,2,2
192,8,8,9,3,4,8,7,7,7,2
193,4,10,3,5,8,2,8,8,7,4
194,4,2,4,1,10,8,3,10,7,4
195,3,3,4,8,6,7,2,3,10,4
196,7,10,7,5,6,3,1,2,2,4
197,9,3,10,1,10,6,4,3,10,4
198,10,3,10,8,3,10,5,6,7,2
199,9,1,8,5,7,4,5,6,2,2
200,1,5,5,10,9,2,7,6,4,2
201,2,9,3,8,2,2,5,8,6,2
202,10,8,8,6,5,5,4,3,7,4
203,7,5,10,1,3,9,4,1,2,2
204,9,8,5,3,6,5,9,5,1,2
205,4,1,4,9,3,1,9,2,2,2
206,4,9,8,4,5,10,6,6,7,4
207,6,4,7,1,5,1,6,5,7,2
208,5,1,1,7,5,3,5,2,9,4
209,2,10,3,7,7,8,1,2,7,4
210,9,8,6,4,7,3,3,2,10,4
211,9,9,3,2,4,5,10,6,8,2
212,3,1,8,9,7,10,6,1,2,2
213,8,3,7,10,8,1,5,9,9,2
214,7,10,4,4,2,7,6,8,9,4
215,2,9,10,7,5,4,8,2,7,2
216,5,10,10,1,4,7,7,3,7,2
217,4,1,8,5,9,1,10,8,9,2
218,10,4,9,6,4,10,9,2,9,2
219,4,5,10,6,10,7,4,6,7,4
220,5,1,8,4,3,6,2,10,7,2
221,10,3,8,5,2,9,5,7,6,2
222,6,10,5,7,6,2,6,9,10,4
223,8,1,9,6,10,9,4,5,9,4
224,10,8,9,2,8,6,5,8,9,4
225,10,8,3,1,8,8,4,4,8,4
226,9,2,1,7,6,6,4,5,4,4
227,4,5,9,9,3,4,6,7,4,2
228,8,4,4,8,4,10,4,1,5,4
229,4,8,6,5,3,1,7,1,4,2
230,6,3,9,2,8,3,6,7,1,2
231,10,1,7,7,1,6,3,6,10,2
232,6,3,3,1,3,6,2,4,2,4
233,7,2,10,4,7,1,8,8,10,2
234,2,8,8,4,8,8,3,4,6,4
235,2,9,10,2,5,7,9,5,2,2
236,1,1,2,7,1,2,1,1,7,2
237,1,6,8,3,1,2,5,2,7,2
238,5,1,6,10,6,10,7,10,2,2
239,2,5,5,8,6,6,3,6,6,4
240,9,10,3,1,8,10,1,7,2,4
241,4,8,9,7,2,6,4,4,7,2
242,8,8,2,1,8,2,4,8,8,4
243,2,5,10,10,6,8,6,10,1,2
244,2,5,5,3,9,2,3,4,1,4
245,10,10,2,8,4,7,3,5,6,4
246,3,5,3,1,1,2,7,7,3,2
247,4,9,4,9,8,3,9,2,3,2
248,2,2,2,8,1,8,9,8,9,2
249,3,6,4,5,10,8,3,9,2,4
250,2,2,4,6,10,5,7,4,8,4
251,9,9,2,3,8,7,3,3,3,4
252,1,9,6,2,3,7,6,4,4,2
253,8,5,6,10,2,9,1,2,8,4
254,5,7,6,6,5,1,6,4,8,2
255,6,3,9,5,9,3,3,2,10,4
256,4,1,7,6,7,5,7,5,1,2
257,8,9,2,5,2,10,8,5,5,4
258,9,3,4,2,10,8,1,5,1,4
259,4,7,8,3,3,5,8,6,5,2
260,3,10,3,10,5,9,5,2,10,4
261,10,5,10,7,9,6,9,8,2,2
262,4,3,5,9,5,7,5,3,2,2
263,4,3,9,4,7,2,6,3,1,2
264,10,10,1,3,6,2,5,5,6,4
265,5,9,5,7,6,1,4,8,3,2
266,1,2,8,10,5,5,5,7,2,2
267,5,8,4,1,4,10,6,10,8,4
268,10,10,7,10,6,2,7,1,7,2
269,3,9,4,2,4,8,4,7,8,4
270,1,1,2,7,5,9,8,3,6,4
271,7,6,4,2,4,7,9,7,6,2
272,6,5,5,1,1,3,8,2,2,2
273,9,4,6,7,5,4,2,7,6,4
274,1,9,7,5,2,6,1,7,9,4
275,8,4,5,2,7,1,8,9,7,2
276,2,4,3,8,3,2,3,9,10,2
277,9,2,3,3,7,6,3,9,6,4
278,6,2,9,4,9,6,1,1,3,4
279,10,5,3,8,9,4,1,8,2,4
280,9,9,3,1,7,10,8,6,6,4
281,6,2,6,10,1,4,2,4,3,2
282,3,3,7,7,1,4,2,7,8,2
283,10,9,5,6,8,10,9,2,9,4
284,8,8,4,9,7,1,9,1,10,2
285,8,9,7,2,7,6,10,4,1,2
286,7,7,3,1,5,5,3,1,7,4
287,4,7,1,9,10,5,7,8,9,4
288,10,3,9,7,5,7,10,9,1,2
289,1,1,4,4,4,2,10,2,7,2
290,10,6,4,5,5,7,10,6,6,4
291,3,7,4,2,1,8,5,1,8,4
292,8,9,2,5,1,5,6,10,10,4
293,4,8,6,6,4,10,10,2,7,4
294,2,7,3,10,4,6,1,4,1,4
295,8,9,5,10,10,1,3,1,3,4
296,5,3,6,7,3,10,2,7,10,4
297,3,10,8,7,5,8,8,6,9,4
298,9,10,2,9,3,10,7,7,3,4
299,10,4,7,3,9,10,6,1,5,4
300,10,9,10,4,2,9,10,6,5,2
301,3,4,8,10,3,3,4,10,5,2
302,1,5,10,5,10,4,7,10,10,4
303,8,2,8,6,5,5,7,3,2,2
304,5,8,9,6,5,7,1,2,5,4
305,9,9,9,3,9,7,4,9,7,4
306,5,6,3,1,4,4,10,3,9,2
307,8,7,8,1,5,5,1,9,5,4
308,9,3,7,2,6,8,8,5,5,2
309,1,2,9,10,9,2,3,2,1,2
310,1,4,8,8,2,4,3,4,1,2
311,9,8,6,1,1,2,1,3,3,2
312,4,1,1,2,2,4,1,5,5,4
313,4,3,5,3,5,4,2,1,8,4
314,7,4,9,4,2,10,2,6,2,2
315,9,10,7,1,4,10,8,6,4,4
316,2,4,1,10,1,2,2,6,7,2
317,4,10,7,2,8,10,4,5,6,4
318,2,2,9,3,1,4,7,7,3,2
319,2,2,2,1,3,6,5,2,4,2
320,3,1,9,3,5,9,3,1,4,2
321,1,1,2,4,6,9,1,9,7,4
322,7,6,5,7,8,3,8,1,1,2
323,1,5,9,1,1,6,1,8,6,2
324,10,3,9,7,7,2,9,6,1,2
325,10,5,2,1,10,7,4,8,4,4
326,7,4,1,7,7,1,8,9,7,2
327,8,5,6,6,6,4,3,8,2,2
328,8,8,1,9,2,10,8,2,7,4
329,5,8,3,5,4,5,2,8,2,4
330,4,2,10,7,3,3,6,5,6,2
331,1,10,1,3,6,4,7,7,8,4
332,5,4,10,6,6,1,2,9,2,2
333,8,6,9,1,4,1,10,1,2,2
334,9,2,8,9,10,9,3,9,2,4
335,7,2,6,6,5,9,9,3,7,2
336,2,5,6,3,1,6,1,3,10,4
337,6,9,8,10,8,5,3,10,7,4
338,4,8,2,8,2,9,6,3,5,4
339,2,2,10,9,5,2,2,4,1,2
340,6,9,5,6,1,1,9,10,2,2
341,1,1,1,10,9,9,5,2,7,4
342,3,10,9,4,8,2,3,6,10,4
343,2,7,7,7,4,7,10,7,5,2
344,7,3,9,7,5,1,3,10,7,2
345,6,3,2,8,2,10,5,3,1,4
346,1,3,3,6,3,2,4,10,7,2
347,10,5,3,2,9,8,10,9,8,4
348,6,4,5,9,3,10,9,5,6,2
349,2,1,9,9,4,4,5,8,6,2
350,5,3,8,3,5,10,8,5,7,4
351,9,6,10,2,8,9,7,1,2,4
352,3,2,1,8,2,3,6,10,3,2
353,4,5,10,3,4,8,3,10,6,2
354,5,4,2,1,2,2,9,10,5,2
355,10,2,2,6,1,4,1,6,7,4
356,5,4,10,4,2,9,3,10,1,2
357,8,10,5,8,5,10,4,2,8,4
358,7,2,1,10,7,6,5,8,2,4
359,2,5,5,1,10,4,10,4,4,2
360,2,7,4,7,9,8,9,6,6,4
361,1,10,3,10,5,6,7,7,10,4
362,5,6,3,9,5,2,3,2,7,4
363,6,4,1,10,8,8,7,8,1,4
364,6,4,1,1,1,2,2,2,7,2
365,2,6,6,3,7,1,10,3,8,2
366,6,1,5,5,4,4,1,8,5,2
367,10,7,5,2,9,7,2,7,10,4
368,5,9,3,5,2,6,2,2,4,4
369,4,10,1,10,4,2,3,2,3,4
370,8,3,2,2,9,5,7,3,9,4
371,10,4,5,8,4,7,1,6,1,4
372,10,6,8,7,9,6,2,5,1,4
373,9,5,4,1,10,1,2,4,5,4
374,8,7,6,8,9,4,6,1,10,4
375,3,10,6,5,3,7,2,1,7,4
376,5,4,8,7,3,5,7,2,8,2
377,6,3,10,5,1,6,4,2,7,2
378,4,8,4,8,5,7,6,1,5,4
379,1,10,5,10,8,9,8,10,9,4
380,8,3,5,3,9,3,2,10,2,4
381,9,5,7,1,7,3,4,10,9,4
382,2,1,9,4,1,6,6,1,1,2
383,5,5,3,6,1,4,10,4,4,2
384,2,5,9,7,1,3,6,1,2,2
385,6,8,8,1,4,9,7,7,8,4
386,9,9,3,8,10,3,4,7,2,4
387,8,6,10,10,4,10,8,5,9,2
388,5,8,1,7,4,3,9,7,3,2
389,6,3,7,2,10,7,8,7,10,4
390,2,10,6,1,1,1,1,6,9,2
391,9,9,6,10,5,5,1,3,10,4
392,8,3,2,2,6,8,6,6,5,4
393,2,6,10,2,5,9,8,10,2,2
394,8,3,8,8,1,1,10,1,7,2
395,7,2,7,4,9,5,2,6,1,4
396,3,6,2,1,8,6,8,3,7,4
397,1,5,9,9,4,7,9,5,8,2
398,1,10,6,10,2,6,7,10,9,2
399,7,8,9,7,5,4,1,5,6,4
